gene,n_runs_in_phase6,median_random_effect,std_random_effect,iqr_random_effect,median_random_p,direction,direction_concordance
COQ3,49,-0.166664,0.000000,0.000000,4.631098e-01,down,1.0000
COQ6,50,-0.173282,0.000000,0.000000,9.870188e-02,down,1.0000
CORO2A,50,-0.393700,0.000000,0.000000,1.964530e-01,down,1.0000
COX7A1,50,-0.405901,0.000000,0.000000,3.122134e-02,down,1.0000
CPEB1,50,-0.212651,0.000000,0.000000,6.215016e-06,down,1.0000
CPLX2,50,-0.437319,0.000000,0.000000,4.250718e-07,down,1.0000
CPNE3,50,0.384580,0.000000,0.000000,7.251796e-08,up,1.0000
CTSH,50,0.506087,0.000000,0.000000,6.042477e-07,up,1.0000
CXCL16,50,0.785552,0.000000,0.000000,3.503666e-05,up,1.0000
CYBA,50,0.776003,0.000000,0.000000,1.493694e-03,up,1.0000
CYC1,50,-0.205724,0.000000,0.000000,1.624305e-01,down,1.0000
DDAH2,50,0.474579,0.000000,0.000000,2.574469e-02,up,1.0000
DDX1,50,-0.237549,0.000000,0.000000,3.356977e-01,down,1.0000
DDX24,50,-0.338665,0.000000,0.000000,3.608742e-02,down,1.0000
DEPDC5,50,-0.188986,0.000000,0.000000,3.317433e-03,down,1.0000
DHX35,47,-0.149158,0.000000,0.000000,3.231515e-01,down,1.0000
DKK3,50,-0.119045,0.000000,0.000000,6.950198e-01,down,1.0000
DNAJB1,0,0,0,0,1.0,none,0.0
DOK1,50,0.476534,0.000000,0.000000,6.961828e-03,up,1.0000
DOP1A,50,-0.259456,0.000000,0.000000,2.859562e-02,down,1.0000
DPP6,50,-0.188472,0.000000,0.000000,2.258877e-01,down,1.0000
DTD1,50,-0.274328,0.000000,0.000000,3.614136e-02,down,1.0000
DTNA,50,0.501958,0.000000,0.000000,2.443026e-08,up,1.0000
DTX2,50,0.597897,0.000000,0.000000,4.542175e-02,up,1.0000
DYNLT1,50,0.397833,0.000000,0.000000,5.431366e-04,up,1.0000
DYNLT5,50,-0.286734,0.000000,0.000000,2.957916e-01,down,1.0000
EFR3A,50,-0.165302,0.000000,0.000000,6.159855e-01,down,1.0000
EHD4,50,0.592929,0.000000,0.000000,2.405347e-02,up,1.0000
EID1,50,-0.300763,0.000000,0.000000,8.539458e-02,down,1.0000
EIF3K,48,-0.204656,0.000000,0.000000,2.560492e-05,down,1.0000
ELF1,50,0.409894,0.000000,0.000000,7.137121e-04,up,1.0000
ELP2,49,-0.131423,0.000000,0.000000,3.032562e-01,down,1.0000
EMC1,50,-0.178495,0.000000,0.000000,1.662943e-02,down,1.0000
ENO2,50,-0.229794,0.000000,0.000000,5.436782e-01,down,1.0000
EPB41L2,50,0.306413,0.000000,0.000000,6.174135e-08,up,1.0000
EXOSC9,50,-0.196322,0.000000,0.000000,6.838788e-02,down,1.0000
EXTL2,50,-0.329718,0.000000,0.000000,1.473149e-01,down,1.0000
FAHD2B,50,-0.126089,0.000000,0.000000,6.103115e-01,down,1.0000
FAM111A,50,0.339749,0.000000,0.000000,9.280744e-05,up,1.0000
FAM216A,46,-0.292243,0.000000,0.000000,1.173872e-01,down,1.0000
FAM234B,50,-0.249616,0.000000,0.000000,3.583737e-01,down,1.0000
FAM241B,50,-0.258395,0.000000,0.000000,3.873803e-01,down,1.0000
FAM81A,50,-0.512226,0.000000,0.000000,9.509630e-04,down,1.0000
FAR2,49,-0.243003,0.000000,0.000000,1.938335e-01,down,1.0000
FBLN7,50,-0.378308,0.000000,0.000000,2.609329e-01,down,1.0000
FERMT2,50,0.535581,0.000000,0.000000,1.115566e-03,up,1.0000
FH,49,-0.242718,0.000000,0.000000,2.387938e-01,down,1.0000
FOCAD,50,-0.314756,0.000000,0.000000,4.728509e-02,down,1.0000
FXR2,50,0.004103,0.000000,0.000000,9.868889e-01,up,1.0000
GABRA1,49,-0.458283,0.000000,0.000000,3.144393e-01,down,1.0000
GABRG2,50,-0.344793,0.000000,0.000000,3.266830e-01,down,1.0000
GALNT17,48,-0.132181,0.000000,0.000000,4.031987e-01,down,1.0000
GAREM1,50,0.166669,0.000000,0.000000,5.568594e-02,up,1.0000
GBP2,50,0.927539,0.000000,0.000000,4.195415e-07,up,1.0000
GLMN,50,-0.311092,0.000000,0.000000,2.057697e-01,down,1.0000
GLS,48,-0.257781,0.000000,0.000000,2.853397e-01,down,1.0000
GLS2,50,-0.425316,0.000000,0.000000,2.134694e-02,down,1.0000
GMPR2,50,-0.235089,0.000000,0.000000,9.937243e-02,down,1.0000
GNA12,48,0.531543,0.000000,0.000000,1.543026e-03,up,1.0000
GNG5,50,0.703839,0.000000,0.000000,9.292256e-03,up,1.0000
GOT1,50,-0.429379,0.000000,0.000000,1.469712e-01,down,1.0000
GOT2,50,-0.271880,0.000000,0.000000,2.081250e-01,down,1.0000
GPI,49,-0.288515,0.000000,0.000000,3.432568e-05,down,1.0000
GPRASP2,50,-0.272403,0.000000,0.000000,4.322018e-01,down,1.0000
H2AC20,50,0.405556,0.000000,0.000000,3.026973e-07,up,1.0000
H2BC21,49,0.570726,0.000000,0.000000,3.672722e-10,up,1.0000
HACL1,50,-0.293122,0.000000,0.000000,3.284236e-03,down,1.0000
HAGH,48,-0.200971,0.000000,0.000000,2.306077e-01,down,1.0000
HEATR5B,49,-0.142595,0.000000,0.000000,4.838015e-01,down,1.0000
HEY2,50,0.441118,0.000000,0.000000,8.078955e-07,up,1.0000
HK2,50,0.569278,0.000000,0.000000,2.029866e-02,up,1.0000
HMCES,50,-0.161919,0.000000,0.000000,1.049031e-01,down,1.0000
HMG20A,48,-0.212928,0.000000,0.000000,9.657366e-03,down,1.0000
HMGB3,48,-0.171022,0.000000,0.000000,1.865139e-01,down,1.0000
HPS6,49,-0.224130,0.000000,0.000000,1.381622e-01,down,1.0000
HSPA1A,0,0,0,0,1.0,none,0.0
HSPA5,50,0.486377,0.000000,0.000000,5.287719e-02,up,1.0000
HSPB1,50,1.298490,0.000000,0.000000,8.159521e-03,up,1.0000
HYLS1,46,-0.328588,0.000000,0.000000,3.457060e-02,down,1.0000
ICA1,50,-0.369280,0.000000,0.000000,5.930937e-02,down,1.0000
IDH1,50,0.326952,0.000000,0.000000,1.298239e-03,up,1.0000
IDH3A,50,-0.345926,0.000000,0.000000,3.319285e-03,down,1.0000
IDH3B,50,-0.210611,0.000000,0.000000,1.979651e-01,down,1.0000
IFITM3,50,0.865588,0.000000,0.000000,1.257948e-05,up,1.0000
IFRD1,50,0.430023,0.000000,0.000000,5.966253e-03,up,1.0000
INA,50,-0.385958,0.000000,0.000000,9.910334e-02,down,1.0000
IRF8,45,0.597171,0.000000,0.000000,2.931702e-02,up,1.0000
ITPR1,50,-0.565161,0.000000,0.000000,3.367654e-02,down,1.0000
JUN,50,0.583246,0.000000,0.000000,1.592643e-05,up,1.0000
KCNN3,50,0.431234,0.000000,0.000000,1.068109e-03,up,1.0000
KCNS1,49,-0.669096,0.000000,0.000000,1.432781e-01,down,1.0000
KCNS2,50,-0.360625,0.000000,0.000000,1.317854e-01,down,1.0000
KCTD9,50,-0.272681,0.000000,0.000000,2.464918e-02,down,1.0000
KIFBP,50,-0.214915,0.000000,0.000000,1.244405e-01,down,1.0000
KLHDC2,49,-0.228530,0.000000,0.000000,2.874382e-01,down,1.0000
KLHDC9,50,-0.306830,0.000000,0.000000,3.264794e-01,down,1.0000
KRT222,50,-0.263124,0.000000,0.000000,4.794624e-01,down,1.0000
KYAT3,50,-0.370401,0.000000,0.000000,3.856716e-02,down,1.0000
LAPTM5,50,0.887398,0.000000,0.000000,1.072835e-03,up,1.0000
LCMT1,50,-0.175953,0.000000,0.000000,2.610544e-01,down,1.0000
LHX2,50,0.449813,0.000000,0.000000,5.347785e-03,up,1.0000
LIMS1,50,0.857526,0.000000,0.000000,1.778986e-06,up,1.0000
LIN7B,47,-0.268434,0.000000,0.000000,5.759221e-05,down,1.0000
LPCAT4,49,-0.325016,0.000000,0.000000,4.190861e-04,down,1.0000
LPP,49,0.503194,0.000000,0.000000,2.513136e-02,up,1.0000
LYN,48,0.673033,0.000000,0.000000,1.721376e-04,up,1.0000
LYRM9,48,-0.330887,0.000000,0.000000,2.098879e-03,down,1.0000
MAGED2,50,-0.250460,0.000000,0.000000,7.615819e-02,down,1.0000
MAGEE1,50,-0.265821,0.000000,0.000000,3.295477e-01,down,1.0000
MANF,50,0.414946,0.000000,0.000000,1.310606e-02,up,1.0000
MAP3K9,50,-0.158209,0.000000,0.000000,4.044722e-01,down,1.0000
MAPKAPK3,50,0.520544,0.000000,0.000000,2.745294e-03,up,1.0000
MARF1,50,-0.247859,0.000000,0.000000,5.947958e-02,down,1.0000
MAT2B,50,-0.149333,0.000000,0.000000,5.729015e-01,down,1.0000
MCL1,50,0.510921,0.000000,0.000000,2.653529e-03,up,1.0000
MDFIC,49,0.349902,0.000000,0.000000,5.282098e-05,up,1.0000
ME3,50,-0.295653,0.000000,0.000000,2.477513e-02,down,1.0000
MGST1,50,0.774908,0.000000,0.000000,2.837538e-03,up,1.0000
MICU3,50,-0.254010,0.000000,0.000000,3.186214e-01,down,1.0000
MPP1,50,-0.273938,0.000000,0.000000,1.645065e-01,down,1.0000
MPZL1,50,0.245546,0.000000,0.000000,4.066517e-03,up,1.0000
MRPL2,49,-0.263624,0.000000,0.000000,1.217989e-02,down,1.0000
MRPL22,45,-0.154781,0.000000,0.000000,9.930893e-02,down,1.0000
MSI2,50,0.357866,0.000000,0.000000,3.126916e-06,up,1.0000
MSN,50,0.853100,0.000000,0.000000,2.248236e-03,up,1.0000
MTMR7,50,-0.224342,0.000000,0.000000,2.717233e-01,down,1.0000
MTRES1,48,-0.124880,0.000000,0.000000,2.065294e-01,down,1.0000
N4BP2L1,50,-0.224504,0.000000,0.000000,3.793454e-02,down,1.0000
NAE1,50,-0.171438,0.000000,0.000000,3.168929e-01,down,1.0000
NAPB,50,-0.215481,0.000000,0.000000,6.021434e-01,down,1.0000
NARS1,49,-0.172557,0.000000,0.000000,3.945103e-01,down,1.0000
NCKIPSD,50,-0.334252,0.000000,0.000000,2.647420e-03,down,1.0000
NDEL1,50,-0.189751,0.000000,0.000000,3.724606e-02,down,1.0000
NDRG3,48,-0.352519,0.000000,0.000000,2.424491e-01,down,1.0000
NDRG4,48,-0.239858,0.000000,0.000000,2.921471e-01,down,1.0000
NDUFAF5,50,-0.271038,0.000000,0.000000,1.890275e-02,down,1.0000
NDUFB8,50,-0.167505,0.000000,0.000000,2.773389e-01,down,1.0000
NECAP2,50,0.380171,0.000000,0.000000,7.694669e-04,up,1.0000
NEFH,50,-0.713975,0.000000,0.000000,6.268487e-03,down,1.0000
NET1,50,-0.192307,0.000000,0.000000,4.026761e-01,down,1.0000
NFE2L2,50,0.457140,0.000000,0.000000,3.198379e-03,up,1.0000
NFKBIZ,0,0,0,0,1.0,none,0.0
NFS1,50,-0.213505,0.000000,0.000000,1.985271e-01,down,1.0000
NGFR,49,0.270184,0.000000,0.000000,9.790678e-04,up,1.0000
NIF3L1,50,-0.159847,0.000000,0.000000,4.993110e-01,down,1.0000
NME4,50,0.291875,0.000000,0.000000,1.102117e-05,up,1.0000
NMNAT2,50,-0.441382,0.000000,0.000000,1.405766e-03,down,1.0000
NOMO1,49,-0.298250,0.000000,0.000000,1.176578e-06,down,1.0000
NPAS3,50,0.290447,0.000000,0.000000,1.863124e-05,up,1.0000
NPTN,48,-0.257514,0.000000,0.000000,2.192640e-01,down,1.0000
NQO1,50,1.043468,0.000000,0.000000,3.865901e-04,up,1.0000
NR3C2,50,-0.223509,0.000000,0.000000,1.243702e-01,down,1.0000
NSG1,50,-0.555050,0.000000,0.000000,6.424791e-02,down,1.0000
NTAQ1,48,-0.226603,0.000000,0.000000,1.880058e-01,down,1.0000
NTHL1,50,-0.236747,0.000000,0.000000,1.610352e-01,down,1.0000
NTN4,50,-0.355489,0.000000,0.000000,8.753137e-02,down,1.0000
OBI1,50,-0.237082,0.000000,0.000000,1.440329e-01,down,1.0000
OGDHL,50,-0.456644,0.000000,0.000000,1.137457e-02,down,1.0000
OLA1,50,-0.400122,0.000000,0.000000,2.419035e-02,down,1.0000
ORC2,50,-0.208150,0.000000,0.000000,5.900360e-02,down,1.0000
P3H2,50,0.570543,0.000000,0.000000,4.687179e-02,up,1.0000
P4HA1,50,0.561156,0.000000,0.000000,2.544561e-04,up,1.0000
PABPC4,50,0.266168,0.000000,0.000000,3.315166e-02,up,1.0000
PALLD,50,0.707116,0.000000,0.000000,3.472638e-04,up,1.0000
PARL,48,-0.219337,0.000000,0.000000,1.270264e-01,down,1.0000
PARN,46,-0.210938,0.000000,0.000000,8.453077e-05,down,1.0000
PARP14,48,0.552121,0.000000,0.000000,1.971262e-02,up,1.0000
PARP2,50,-0.211688,0.000000,0.000000,2.989690e-01,down,1.0000
PARP9,50,0.819655,0.000000,0.000000,1.081484e-03,up,1.0000
PDIA5,50,0.540065,0.000000,0.000000,1.055957e-04,up,1.0000
PDIA6,50,0.300448,0.000000,0.000000,1.967403e-03,up,1.0000
PDYN,50,1.126359,0.000000,0.000000,1.885006e-02,up,1.0000
PFKM,50,-0.206653,0.000000,0.000000,4.309633e-01,down,1.0000
PFKP,50,-0.342910,0.000000,0.000000,2.033368e-02,down,1.0000
PIGZ,49,-0.255687,0.000000,0.000000,7.743487e-05,down,1.0000
PIK3AP1,50,0.921581,0.000000,0.000000,1.298972e-02,up,1.0000
PIK3R4,50,-0.210112,0.000000,0.000000,6.946967e-02,down,1.0000
PIP4P2,48,-0.261704,0.000000,0.000000,8.691851e-02,down,1.0000
PITPNC1,50,0.361650,0.000000,0.000000,1.464729e-07,up,1.0000
PLIN2,50,0.923494,0.000000,0.000000,4.442184e-04,up,1.0000
PLOD1,50,0.409106,0.000000,0.000000,9.774581e-07,up,1.0000
PLPP6,48,-0.227707,0.000000,0.000000,3.786906e-03,down,1.0000
PLXDC2,49,0.474013,0.000000,0.000000,1.327809e-10,up,1.0000
PNP,50,0.803195,0.000000,0.000000,3.896614e-03,up,1.0000
POMGNT2,50,-0.272654,0.000000,0.000000,1.790383e-03,down,1.0000
POU3F2,50,0.256299,0.000000,0.000000,1.512792e-05,up,1.0000
PPP1R14B,50,0.463417,0.000000,0.000000,2.779676e-03,up,1.0000
PPP3CA,50,-0.226483,0.000000,0.000000,4.364050e-01,down,1.0000
PRC1,48,-0.271660,0.000000,0.000000,8.287703e-02,down,1.0000
PRKCE,50,-0.315357,0.000000,0.000000,2.009400e-01,down,1.0000
PRPF19,50,-0.209391,0.000000,0.000000,2.324405e-01,down,1.0000
PRR14,50,0.393504,0.000000,0.000000,2.457576e-02,up,1.0000
PSME2,50,0.507644,0.000000,0.000000,2.713977e-02,up,1.0000
PSMG3,50,-0.254403,0.000000,0.000000,9.454698e-02,down,1.0000
PTAFR,47,0.633696,0.000000,0.000000,2.583539e-05,up,1.0000
PTH2R,50,-0.467692,0.000000,0.000000,1.709767e-01,down,1.0000
PTPN13,50,0.565892,0.000000,0.000000,3.242912e-02,up,1.0000
PTTG1IP,50,0.601021,0.000000,0.000000,4.842685e-03,up,1.0000
PYGB,50,-0.247761,0.000000,0.000000,1.351758e-01,down,1.0000
QRICH1,50,-0.178733,0.000000,0.000000,6.902468e-07,down,1.0000
RAB29,50,0.329054,0.000000,0.000000,1.810854e-06,up,1.0000
RAB31,50,0.534892,0.000000,0.000000,3.052072e-03,up,1.0000
RALGPS1,50,-0.157170,0.000000,0.000000,5.530244e-03,down,1.0000
RASGEF1B,50,0.547890,0.000000,0.000000,6.303807e-06,up,1.0000
RCAN2,50,-0.441256,0.000000,0.000000,9.340377e-02,down,1.0000
RCOR3,50,-0.207541,0.000000,0.000000,2.080750e-02,down,1.0000
RDH10,50,1.055049,0.000000,0.000000,3.406218e-02,up,1.0000
RETREG2,49,-0.268689,0.000000,0.000000,1.532003e-02,down,1.0000
RFX5,50,-0.192445,0.000000,0.000000,4.093484e-01,down,1.0000
RHBDF2,50,0.733903,0.000000,0.000000,1.139324e-05,up,1.0000
RHBDL3,50,-0.354258,0.000000,0.000000,2.012975e-01,down,1.0000
RHPN2,50,0.811766,0.000000,0.000000,7.050058e-04,up,1.0000
RIOK1,50,-0.173630,0.000000,0.000000,1.883888e-01,down,1.0000
RMND1,50,-0.249038,0.000000,0.000000,3.512693e-02,down,1.0000
RNMT,49,-0.214839,0.000000,0.000000,2.388762e-01,down,1.0000
RPL12,50,0.297470,0.000000,0.000000,9.424284e-06,up,1.0000
RPL36,47,0.191390,0.000000,0.000000,5.237707e-08,up,1.0000
RPL39,47,0.288672,0.000000,0.000000,1.098449e-02,up,1.0000
RPLP1,50,0.469687,0.000000,0.000000,5.826142e-02,up,1.0000
RPS16,50,0.284449,0.000000,0.000000,8.465119e-02,up,1.0000
RPS2,50,0.388560,0.000000,0.000000,9.049340e-05,up,1.0000
RWDD2A,50,-0.231264,0.000000,0.000000,1.691972e-01,down,1.0000
RWDD2B,50,-0.255165,0.000000,0.000000,3.047698e-01,down,1.0000
S100A10,49,0.833153,0.000000,0.000000,3.853630e-02,up,1.0000
S100A8,50,1.043813,0.000000,0.000000,6.135915e-06,up,1.0000
SAYSD1,50,-0.197802,0.000000,0.000000,1.094236e-01,down,1.0000
SBF2,50,0.216818,0.000000,0.000000,1.332659e-06,up,1.0000
SCN1B,50,-0.831886,0.000000,0.000000,5.741932e-06,down,1.0000
SCN2B,50,-0.359281,0.000000,0.000000,2.532230e-01,down,1.0000
SCN4B,49,-0.423197,0.000000,0.000000,5.027078e-02,down,1.0000
SDF2L1,50,0.621295,0.000000,0.000000,2.142777e-02,up,1.0000
SDHA,50,-0.265773,0.000000,0.000000,1.051492e-01,down,1.0000
SEC11A,50,0.403704,0.000000,0.000000,2.665309e-03,up,1.0000
SEC14L2,50,0.375733,0.000000,0.000000,2.703911e-02,up,1.0000
SEC61A1,47,0.364655,0.000000,0.000000,8.753846e-03,up,1.0000
SERF2,50,0.277604,0.000000,0.000000,2.645459e-08,up,1.0000
SERGEF,50,-0.203980,0.000000,0.000000,1.109008e-01,down,1.0000
SERP1,49,0.265572,0.000000,0.000000,7.186056e-04,up,1.0000
SERPINH1,0,0,0,0,1.0,none,0.0
SERTAD1,0,0,0,0,1.0,none,0.0
SEZ6L2,50,-0.352079,0.000000,0.000000,1.695305e-01,down,1.0000
SFMBT2,50,0.505808,0.000000,0.000000,1.873138e-11,up,1.0000
SH3GL2,49,-0.368578,0.000000,0.000000,3.872910e-01,down,1.0000
SH3GLB1,50,0.273381,0.000000,0.000000,7.251513e-06,up,1.0000
SHLD1,50,-0.203701,0.000000,0.000000,3.100849e-01,down,1.0000
SIPA1,50,0.506863,0.000000,0.000000,4.665588e-03,up,1.0000
SLA,50,0.605867,0.000000,0.000000,1.890494e-02,up,1.0000
SLC12A5,50,-0.274896,0.000000,0.000000,2.120160e-01,down,1.0000
SLC15A3,50,0.726245,0.000000,0.000000,5.008508e-03,up,1.0000
SLC16A14,50,-0.279834,0.000000,0.000000,2.132515e-01,down,1.0000
SLC16A3,50,0.747340,0.000000,0.000000,1.530730e-02,up,1.0000
SLC25A1,47,0.285226,0.000000,0.000000,1.551381e-02,up,1.0000
SLC25A12,50,-0.468231,0.000000,0.000000,6.175654e-02,down,1.0000
SLC25A27,50,-0.422362,0.000000,0.000000,7.294731e-05,down,1.0000
SLC25A3,50,-0.202351,0.000000,0.000000,3.025939e-01,down,1.0000
SLC25A37,48,0.381673,0.000000,0.000000,5.097470e-02,up,1.0000
SLC2A5,50,0.627606,0.000000,0.000000,1.812329e-04,up,1.0000
SLC33A2,50,-0.300792,0.000000,0.000000,1.617426e-03,down,1.0000
SLC35B3,50,-0.184367,0.000000,0.000000,7.658913e-02,down,1.0000
SLC37A4,50,-0.180088,0.000000,0.000000,2.254595e-01,down,1.0000
SLC45A1,50,-0.069310,0.000000,0.000000,6.972494e-01,down,1.0000
SLC6A15,46,-0.369548,0.000000,0.000000,1.863953e-01,down,1.0000
SNAP25,50,-0.182078,0.000000,0.000000,6.464460e-01,down,1.0000
SNAP47,50,-0.240602,0.000000,0.000000,7.702809e-04,down,1.0000
SNU13,50,-0.270470,0.000000,0.000000,1.846159e-03,down,1.0000
SNX14,50,-0.182842,0.000000,0.000000,2.214163e-01,down,1.0000
SNX17,49,-0.177600,0.000000,0.000000,2.474846e-01,down,1.0000
SOX2,50,0.501900,0.000000,0.000000,1.228058e-06,up,1.0000
SOX4,50,0.612947,0.000000,0.000000,5.982838e-03,up,1.0000
SP110,50,0.783156,0.000000,0.000000,6.647338e-03,up,1.0000
SPATA7,50,-0.251757,0.000000,0.000000,1.087632e-01,down,1.0000
SPIN2B,50,0.028459,0.000000,0.000000,9.286168e-01,up,1.0000
SPINT2,50,-0.276618,0.000000,0.000000,1.897905e-01,down,1.0000
SPOCK2,50,-0.213591,0.000000,0.000000,2.289635e-01,down,1.0000
SRGN,50,0.937198,0.000000,0.000000,1.653255e-03,up,1.0000
STAT4,47,-0.892650,0.000000,0.000000,2.756122e-02,down,1.0000
SUPV3L1,48,-0.163940,0.000000,0.000000,6.886912e-04,down,1.0000
SUV39H1,50,-0.176524,0.000000,0.000000,5.302229e-03,down,1.0000
SYNGR1,50,-0.254084,0.000000,0.000000,9.062671e-02,down,1.0000
TARBP1,50,-0.456868,0.000000,0.000000,1.109379e-02,down,1.0000
TBC1D4,50,-0.222082,0.000000,0.000000,3.495062e-01,down,1.0000
THEMIS,49,-0.400818,0.000000,0.000000,3.171879e-01,down,1.0000
TIMP1,50,1.172037,0.000000,0.000000,2.278274e-03,up,1.0000
TIPARP,45,0.680591,0.000000,0.000000,1.073311e-02,up,1.0000
TMEM268,50,-0.377177,0.000000,0.000000,8.332486e-03,down,1.0000
TMIGD3,48,0.675347,0.000000,0.000000,4.040925e-03,up,1.0000
TMX3,48,-0.283911,0.000000,0.000000,9.988886e-02,down,1.0000
TMX4,45,-0.247572,0.000000,0.000000,4.033176e-01,down,1.0000
TOB1,49,0.274491,0.000000,0.000000,1.453213e-05,up,1.0000
TOX,50,-0.239468,0.000000,0.000000,3.996445e-01,down,1.0000
TRAF3IP2,46,0.645201,0.000000,0.000000,1.227521e-02,up,1.0000
TRAM2,50,0.729606,0.000000,0.000000,3.907415e-04,up,1.0000
TRIM44,50,-0.160333,0.000000,0.000000,9.694005e-02,down,1.0000
TRMT11,50,-0.235822,0.000000,0.000000,1.600812e-01,down,1.0000
TRPC1,50,-0.229388,0.000000,0.000000,1.245315e-01,down,1.0000
TSNAX,50,-0.281608,0.000000,0.000000,9.518142e-02,down,1.0000
TTC1,45,-0.149902,0.000000,0.000000,7.284172e-02,down,1.0000
TTC13,50,-0.231070,0.000000,0.000000,6.740390e-03,down,1.0000
TTC19,50,-0.281864,0.000000,0.000000,4.465348e-02,down,1.0000
TUBB2B,50,0.801994,0.000000,0.000000,2.651785e-02,up,1.0000
TXNIP,47,0.646278,0.000000,0.000000,2.263639e-02,up,1.0000
