gene,n_datasets_detected,n_datasets_significant,mean_log2fc,consistent_direction
ARMCX6,2,2,-0.18529000705185106,True
ARMH3,2,2,0.2166918918135148,True
ARMH4,2,2,-0.07999453839693219,True
ARNT,2,2,-0.44553108031186706,True
ARPC1A,2,2,0.35357005500443783,True
ARPC1B,2,2,0.4082294965453853,True
ARPC2,2,2,0.16893761067444224,True
ARPC3,2,2,0.3397141449194968,True
ARPC5,2,2,0.0354052221253805,False
ARPC5L,2,2,0.5837509138723376,True
ARPIN,2,2,-0.01580017559901152,False
ARRB2,2,2,0.41234137740872223,True
ARRDC1,2,2,0.48896580747654705,True
ARRDC4,2,2,-0.014984837617265517,False
ARSF,2,2,3.0504762831833157,True
ARSK,2,2,0.1319887105888694,True
ART3,2,2,-0.25141748370943234,True
ARTN,2,2,0.1056363956326066,True
ARV1,2,2,0.2949307113495171,True
AS3MT,2,2,-0.6972898296304508,True
ASAH1,2,2,-0.24096736778967973,True
ASAP2,2,2,-0.47183670211080264,True
ASAP3,2,2,-0.220348113685345,True
ASB1,2,2,-0.4525369238875499,True
ASB8,2,2,-0.244157060027891,True
ASB9,2,2,-0.4830360792818207,True
ASCC2,2,2,0.2318655289363583,True
ASF1A,2,2,-0.11991645818014716,True
ASF1B,2,2,1.325613409292597,True
ASGR2,2,2,-0.06995459554069486,False
ASH1L,2,2,-0.21450230906123274,True
ASL,2,2,0.730836109644396,True
ASMTL,2,2,-0.467766611070615,True
ASPA,2,2,-0.9229993339091033,True
ASPH,2,2,-0.3284857236783691,True
ASPM,2,2,1.4773272932143766,True
ASPN,2,2,-0.7691982525671897,True
ASPRV1,2,2,0.5686064778619401,True
ASTE1,2,2,-0.2202938054164551,True
ASXL1,2,2,-0.24432132536764656,True
ASXL3,2,2,-0.16309966204994875,True
ATAD1,2,2,-0.10756845241189256,False
ATAD2,2,2,0.27312252383367125,True
ATAD3A,2,2,0.32897903701825537,True
ATAD5,2,2,-0.06158318784863022,False
ATAT1,2,2,0.11791784265656775,False
ATE1,2,2,0.010309410243405703,False
ATF4,2,2,0.14483186598313955,True
ATF5,2,2,0.18270231123225222,True
