gene,cluster_id,max_level_survived,mean_log2fc,direction
ATP6V1C1,111,4,-0.040415732875655586,down
CIRBP,111,4,-0.012431649009328657,down
CPEB1,111,4,-0.009109466746702951,down
EMC1,111,4,-0.051971667944302524,down
FIBP,111,4,-0.03402525666354972,down
FOCAD,111,4,-0.05069482439166192,down
KCTD9,111,4,-0.06982949680876456,down
KIFBP,111,4,-0.022998976973261993,down
NDUFAF5,111,4,-0.0049675334018468575,down
POMGNT2,111,4,-0.055000227816079196,down
SPINT2,111,4,-0.06274463030483624,down
ACTR6,114,4,0.1493021103168554,up
ALDOC,114,4,0.10329543835260384,up
COQ6,114,4,0.22799511741647382,up
SPOCK2,114,4,0.1433932713678896,up
TRIM44,114,4,0.11158899432880354,up
CHCHD4,115,4,0.1450409177934834,up
FH,115,4,0.130909427414409,up
GMPR2,115,4,0.12077998543521318,up
IDH3G,115,4,0.059452049375725124,up
KLHDC2,115,4,0.05850475812597159,up
MRPL2,115,4,0.01698690610955067,up
ABCA1,117,4,1.0303962813488823,up
BST2,117,4,0.8618405843978599,up
LAPTM5,117,4,0.9794614741212201,up
MSN,117,4,1.0410114232284824,up
YAP1,117,4,0.833031736527648,up
CD14,118,4,1.1477238826406753,up
CNN3,118,4,0.9279821636024655,up
CYBA,118,4,0.8712628167693591,up
PDYN,118,4,1.1875014001219033,up
PLIN2,118,4,1.0501228358988002,up
PNP,118,4,0.9351798081040412,up
RDH10,118,4,1.1296936467401586,up
GAREM1,123,3,0.2325641377233172,up
SLC25A1,123,3,0.3120393849366936,up
UBTD1,123,2,0.33599912131321,up
KIAA0232,126,3,0.12094080695335278,up
NAE1,126,3,0.1480271728707998,up
RWDD2A,126,3,0.14225843327222343,up
SLC25A3,128,3,0.13813286053610696,up
TOPBP1,128,3,0.12465349455264096,up
TRMT11,128,3,0.1361634246806688,up
ATPAF1,131,4,0.24163634304793055,up
EFR3A,131,4,0.16132101914295896,up
LCMT1,131,4,0.21644158215159295,up
MAT2B,131,4,0.12987738450444533,up
ARMCX5,132,4,0.011399118847922404,up
ATP5F1A,132,4,0.1947665866426466,up
COQ3,132,4,0.05307464503480378,up
ENO2,132,4,-0.038356628694890205,down
FAHD2B,132,4,0.08721153122710164,up
GPRASP2,132,4,0.007095836022115165,up
IDH3B,132,4,0.17470381856409625,up
NIF3L1,132,4,0.16541074371756018,up
PARP2,132,4,0.14883119183640847,up
PFKM,132,4,0.11470143048123423,up
RFX5,132,4,0.11792183028653695,up
TOX,132,4,0.10389571651146816,up
UBLCP1,132,4,0.10474986505346469,up
ATRNL1,135,4,-0.4746903840451253,down
CPLX2,135,4,-0.3378172958920261,down
SCN1B,135,4,-0.6171856366649188,down
FAM131B,136,4,-0.3684301430276194,down
PELI3,136,4,-0.38914076473007836,down
SHD,136,4,-0.5739147800192098,down
CHCHD7,137,4,0.004211740522719332,up
FAM241B,137,4,-0.00949401122283966,down
GPCPD1,137,4,-0.0019928983619446803,down
N4BP2L1,137,3,-0.011676713475495445,down
TMX4,137,4,0.0008749372169170044,up
VPS39,137,4,-0.022484289941438956,down
ARHGAP26,138,4,-0.11024037892092468,down
CEND1,138,4,-0.11701121777224739,down
EXOSC9,138,4,-0.10994300995706219,down
KYAT3,138,4,-0.13723157588165247,down
MAP3K9,138,4,-0.10075978298009029,down
PRPF19,138,4,-0.10564300803958915,down
TMEM268,138,4,-0.09268839498782366,down
ATP6V1A,139,3,-0.09197116252890858,down
EID1,139,3,-0.11325680437080592,down
KRT222,139,3,-0.14677205811203065,down
MAGED2,139,3,-0.15541169661181678,down
PSMG3,139,3,-0.13754667807915263,down
TSNAX,139,3,-0.10788325939064276,down
ASXL2,142,4,0.3858883533733355,up
GNAI3,142,3,0.4354228178651976,up
RPL12,142,3,0.428363018909146,up
SH3GLB1,142,4,0.4488867973858784,up
SLC25A37,142,3,0.45174466145357606,up
ZFAND3,142,3,0.4165708843352715,up
SLC16A14,143,4,-0.14763641964776988,down
SLC35B4,143,4,-0.17812215089565964,down
SNAP25,143,4,-0.145858356474332,down
FAR2,144,4,0.001129304399289784,up
NTHL1,144,4,0.021950751530937545,up
PHYH,144,4,-0.010678981641670434,down
SNAP47,144,4,0.00493238544537918,up
DTD1,145,3,-0.008563541535823541,down
EXTL2,145,3,0.018489209565863973,up
UQCRC2,145,3,0.009913162724396093,up
MAGEE1,147,4,-0.007932064620318554,down
PRC1,147,4,0.026945263198055642,up
SDHA,147,4,-0.0016191397836156085,down
BBS7,148,3,-0.12841670109114092,down
GABRA1,148,3,-0.3796232571925244,down
GPAT3,148,3,-0.17954910868102947,down
LYRM9,148,3,-0.16673826843843007,down
MICU3,148,3,-0.21089054603019738,down
NMNAT2,148,3,-0.25216094568366404,down
RETREG2,148,3,-0.16058714502301394,down
RHBDL3,148,3,-0.19148538674023818,down
ACBD6,151,4,0.2388158493966186,up
MARF1,151,4,0.21726546578512038,up
RALGPS1,151,4,0.24593208559608234,up
B4GALT6,156,4,-0.31648527760735173,down
PPL,156,4,-0.4332061557768056,down
